---g
8
---n
0,"0",1709.3046403475564,-3652.318673969195,"None",2,1
1,"1",855.9699097175302,8489.66800443996,"None",1,0
2,"2",8806.357371106467,-1233.7683471055736,"None",2,0
3,"3",-7240.819973263418,-4177.893946563189,"None",2,0
4,"4",4681.78316058497,-2565.9854009046257,"None",2,0
5,"5",-158.31663053406686,-4332.064159910734,"None",2,0
6,"6",6519.397839309117,2245.344259203872,"None",1,0
7,"7",2211.9319135277233,4101.243215151171,"None",2,1
8,"8",-1543.8375589495552,965.5550039740084,"None",2,0
9,"9",2050.6681736371393,-1564.704751057593,"None",2,1
10,"10",3563.821119979855,-5716.6730820240955,"None",1,0
11,"11",-4094.489772953933,658.5729556985099,"None",1,0
12,"12",-7666.249286474439,-1559.2753739854365,"None",1,0
13,"13",-2569.2399475353027,-3552.1166240017865,"None",2,0
14,"14",4.899334458070951,-419.29299559329394,"None",1,0
15,"15",-1565.1471395455953,9999.999999999998,"None",2,1
16,"16",-606.1732893756074,4601.060625320772,"None",2,1
17,"17",-3362.5694242120635,-1234.632583065077,"None",2,1
18,"18",4395.243685378748,749.8712595982785,"None",1,1
19,"19",-5992.534125203168,-1802.5893852059467,"None",1,1
---e
0,17,7975.540201897593,4.458131516377646,5618.6397429363415
0,10,3796.6889845398205,4.407375226154624,2775.029818809786
0,18,7611.070582111541,1.152897563587079,5156.8929371110535
0,5,2500.6506120474432,3.0537280903817776,1987.4765752348853
1,16,4745.456062975542,1.1678891266937557,4154.4109189624605
1,15,3385.8517921346674,4.799580074199831,2853.578543346048
1,7,5956.070245610492,4.886585323312646,4593.136737244092
2,18,6351.879123701755,4.047189908658897,4836.605218301222
2,4,6363.889887493696,2.7225256532091326,4334.38746497496
3,17,5552.170874373875,3.4600768308740464,4868.635822802718
3,12,3466.9675191494616,2.9222457879117165,2652.9518143359387
3,13,5361.444018318712,2.7873645687544246,4713.30639723475
4,6,7063.111260781273,1.4473427073648524,5150.312690090011
4,9,3147.678058513767,2.3026711771224253,2815.1960880726547
4,10,4378.126917291992,4.030088173961641,3343.1530010144515
4,13,9621.273618889421,1.1261935098212827,7317.772263719423
5,8,6784.148736907736,3.4644806336650418,5475.804694164703
5,10,4772.099188162088,3.4272035470046505,3971.328656885094
5,13,3024.97140145937,3.466702238093894,2533.943448309508
5,14,5182.054050748466,4.442005179658682,3916.173851547243
6,18,3191.6745814599726,1.4480359717778364,2597.7818157437696
6,7,6765.706012604811,3.938084025248817,4690.26903668159
7,8,6895.498291580486,3.486815981646433,4892.682790464521
7,14,5534.640407042706,4.333600378434154,5030.530830610898
8,16,5441.138226148621,2.5818764989489464,3754.479378726105
8,19,7224.862873470579,4.814691754022137,5239.611101784668
8,14,2818.1007083816703,1.577880235230103,2077.592343773789
9,18,4594.952328327987,2.9467030911614995,3294.585928362178
9,10,5482.944556104198,2.4810406333655135,4419.103173764379
9,11,8446.192573049182,3.4472553734596323,6534.977425355813
11,12,6089.399777237202,2.91663987231813,4204.321257457155
11,17,2360.8782531470006,4.809592279830102,2029.7622050150464
12,19,2243.305151965917,4.082868206548645,1691.3084133668622
12,13,6882.019548794285,3.1534686003885546,5472.743411580658
13,17,3045.5088079817583,3.45999421933859,2449.510959061128
13,14,5436.320872649267,2.501160502054128,4054.722793214835
15,16,6313.367922265543,4.080614231030067,5483.445743031618
16,17,9588.983880724536,4.652111725488269,6453.91624322334
16,18,7640.059123288393,1.768589051155267,6312.355446742129
17,19,3411.502561605089,4.331314425962006,2690.5927334989424
